id,cliente,valor,status,lat,lng,risco_score
412,Cliente 412,16784.25,Aprovada,-27.3047,-44.6686,30
413,Cliente 413,14003.84,Aprovada,-16.1221,-45.4418,66
414,Cliente 414,23516.97,Aprovada,-29.1387,-39.5159,31
415,Cliente 415,43416.84,Aprovada,-14.5178,-43.5925,4
416,Cliente 416,39240.99,Aprovada,-13.8017,-49.0484,26
417,Cliente 417,28366.77,Aprovada,-27.1106,-53.9932,0
418,Cliente 418,14328.82,Fraude,-6.9732,-35.7889,91
419,Cliente 419,49749.59,Aprovada,-15.3531,-54.9977,16
420,Cliente 420,7894.21,Reprovada,-13.4509,-46.8684,17
421,Cliente 421,21566.08,Aprovada,-28.3623,-49.9625,65
422,Cliente 422,20232.55,Aprovada,-6.34,-57.3414,50
423,Cliente 423,4524.04,Aprovada,-17.861,-51.2454,10
424,Cliente 424,12408.74,Aprovada,-22.14,-56.683,28
425,Cliente 425,22854.33,Aprovada,-11.0332,-58.4211,31
426,Cliente 426,5780.84,Aprovada,-24.8112,-54.1902,1
427,Cliente 427,36272.75,Aprovada,-21.2639,-38.942,55
428,Cliente 428,35451.2,Pendenciada,-29.8209,-52.9571,29
429,Cliente 429,8797.7,Aprovada,-5.2535,-58.3673,24
430,Cliente 430,41456.29,Aprovada,-21.8586,-53.3358,47
431,Cliente 431,49567.03,Reprovada,-18.7959,-55.7874,18
432,Cliente 432,18754.33,Aprovada,-8.8094,-45.9393,17
433,Cliente 433,40977.02,Aprovada,-24.2618,-37.6403,24
434,Cliente 434,10115.0,Aprovada,-11.5718,-35.2209,69
435,Cliente 435,26716.0,Pendenciada,-29.6181,-53.4375,59
436,Cliente 436,26263.97,Reprovada,-22.3579,-49.5322,34
437,Cliente 437,32671.54,Aprovada,-13.0665,-48.0143,65
438,Cliente 438,40199.94,Aprovada,-8.8811,-36.9925,67
439,Cliente 439,49544.06,Aprovada,-26.9783,-54.5532,62
440,Cliente 440,36166.34,Aprovada,-17.0997,-48.6195,37
441,Cliente 441,16600.82,Aprovada,-12.9631,-54.794,15
442,Cliente 442,31754.63,Aprovada,-18.337,-55.9639,41
443,Cliente 443,34705.27,Aprovada,-20.6647,-48.3398,20
444,Cliente 444,32525.1,Reprovada,-13.9023,-43.0726,57
445,Cliente 445,40351.92,Aprovada,-17.0001,-45.2097,46
446,Cliente 446,22192.6,Aprovada,-13.9996,-59.3074,42
447,Cliente 447,22282.22,Aprovada,-20.5706,-57.5717,65
448,Cliente 448,38947.21,Reprovada,-29.2846,-48.8818,2
449,Cliente 449,42016.94,Aprovada,-11.3603,-38.9751,47
450,Cliente 450,31826.37,Aprovada,-8.317,-48.7839,65
451,Cliente 451,41771.35,Aprovada,-25.6785,-45.3742,38
452,Cliente 452,28950.6,Aprovada,-16.0158,-42.9917,63
453,Cliente 453,1534.75,Aprovada,-27.3343,-46.475,58
454,Cliente 454,35295.54,Pendenciada,-22.0042,-36.345,20
455,Cliente 455,25446.15,Aprovada,-9.746,-53.6628,60
456,Cliente 456,20199.04,Aprovada,-21.4741,-39.2212,21
457,Cliente 457,22387.02,Aprovada,-23.7352,-37.3385,62
458,Cliente 458,40860.24,Aprovada,-20.3508,-54.2854,36
459,Cliente 459,22640.64,Pendenciada,-27.4612,-52.0983,3
460,Cliente 460,38020.66,Aprovada,-15.221,-44.4675,51
461,Cliente 461,24281.48,Reprovada,-11.8061,-52.3908,70
462,Cliente 462,44101.19,Aprovada,-14.5198,-55.9055,19
463,Cliente 463,1781.68,Pendenciada,-12.7518,-37.052,50
464,Cliente 464,17577.39,Aprovada,-5.049,-49.1775,42
465,Cliente 465,29789.87,Aprovada,-26.3985,-38.1579,22
466,Cliente 466,12364.7,Fraude,-21.1316,-56.0232,92
467,Cliente 467,14668.76,Aprovada,-12.5457,-49.0746,59
468,Cliente 468,13870.29,Aprovada,-8.4474,-57.1083,59
469,Cliente 469,15152.86,Aprovada,-17.4521,-43.5327,12
470,Cliente 470,24922.3,Aprovada,-21.1985,-46.0065,24
471,Cliente 471,27961.41,Aprovada,-8.1314,-36.1538,26
472,Cliente 472,12666.42,Pendenciada,-20.9795,-50.9146,28
473,Cliente 473,16785.2,Aprovada,-10.0907,-55.7087,8
474,Cliente 474,19229.6,Reprovada,-21.2368,-54.6854,22
475,Cliente 475,40037.52,Aprovada,-18.7172,-38.6338,70
476,Cliente 476,582.85,Aprovada,-17.6359,-41.3386,64
477,Cliente 477,23276.31,Aprovada,-8.1249,-52.7142,7
478,Cliente 478,17681.02,Fraude,-16.0487,-38.606,99
479,Cliente 479,5499.95,Aprovada,-28.8503,-45.2041,57
480,Cliente 480,2175.32,Aprovada,-10.3205,-39.7095,17
481,Cliente 481,47102.7,Aprovada,-21.9011,-36.5706,44
482,Cliente 482,45379.21,Aprovada,-11.1266,-57.7305,32
483,Cliente 483,10044.58,Aprovada,-14.6818,-41.842,31
484,Cliente 484,3336.09,Aprovada,-18.6763,-46.7116,47
485,Cliente 485,12103.46,Aprovada,-23.6941,-50.8351,53
486,Cliente 486,37118.19,Aprovada,-6.4976,-53.3637,3
487,Cliente 487,26778.5,Pendenciada,-12.2451,-55.5116,65
488,Cliente 488,24710.91,Aprovada,-27.7306,-36.8808,58
489,Cliente 489,33627.7,Reprovada,-24.3107,-51.3082,24
490,Cliente 490,1192.52,Pendenciada,-6.2941,-35.0332,4
491,Cliente 491,41719.5,Aprovada,-7.6953,-56.1752,70
492,Cliente 492,22786.83,Aprovada,-18.5575,-54.8413,68
493,Cliente 493,20083.67,Reprovada,-15.8877,-51.7939,66
494,Cliente 494,46352.97,Pendenciada,-14.2635,-45.5091,2
495,Cliente 495,30143.57,Reprovada,-9.4345,-56.2311,65
496,Cliente 496,31055.78,Aprovada,-8.6253,-58.4064,51
497,Cliente 497,37869.6,Aprovada,-17.1939,-57.1351,17
498,Cliente 498,19413.52,Aprovada,-19.8992,-56.988,52
499,Cliente 499,13958.27,Fraude,-20.2415,-52.8383,97
500,Cliente 500,39382.44,Aprovada,-8.8913,-37.0458,19
501,Cliente 501,7357.02,Aprovada,-16.7178,-40.2261,7
502,Cliente 502,15134.48,Aprovada,-9.4537,-42.4186,60
503,Cliente 503,17782.48,Aprovada,-27.0792,-49.5856,45
504,Cliente 504,19246.3,Reprovada,-6.5647,-52.173,65
505,Cliente 505,33319.88,Aprovada,-23.4602,-51.8466,41
506,Cliente 506,36570.63,Aprovada,-21.0625,-49.8017,22
507,Cliente 507,5075.33,Aprovada,-17.8897,-51.7759,44
508,Cliente 508,31122.2,Aprovada,-22.9679,-40.908,67
509,Cliente 509,27143.96,Aprovada,-5.6926,-54.4546,6
510,Cliente 510,43899.46,Aprovada,-29.5913,-46.3251,33
511,Cliente 511,48204.03,Aprovada,-9.7968,-49.788,5
512,Cliente 512,12544.46,Pendenciada,-18.5442,-46.279,53
513,Cliente 513,48200.84,Reprovada,-27.7768,-50.2579,4
514,Cliente 514,29470.43,Aprovada,-9.8967,-46.0075,17
515,Cliente 515,38470.74,Pendenciada,-22.4487,-53.9832,64
516,Cliente 516,23916.35,Pendenciada,-10.7691,-46.4536,9
517,Cliente 517,25204.77,Aprovada,-24.5723,-35.2256,38
518,Cliente 518,40157.28,Aprovada,-26.5814,-37.0823,14
519,Cliente 519,18407.52,Aprovada,-28.4487,-56.1121,59
520,Cliente 520,36880.58,Pendenciada,-21.8221,-43.4141,25
521,Cliente 521,42290.02,Aprovada,-26.1491,-56.1568,16
522,Cliente 522,19319.58,Fraude,-20.7103,-53.5929,91
523,Cliente 523,19391.56,Aprovada,-20.8417,-46.794,26
524,Cliente 524,27290.56,Aprovada,-18.6704,-35.4427,0
525,Cliente 525,991.07,Aprovada,-13.9401,-51.9965,62
526,Cliente 526,17000.34,Pendenciada,-13.4227,-46.4652,13
527,Cliente 527,16332.07,Aprovada,-9.6042,-52.2655,59
528,Cliente 528,43372.67,Aprovada,-7.8032,-54.5827,23
529,Cliente 529,19136.12,Pendenciada,-12.5737,-46.2974,14
530,Cliente 530,8186.34,Pendenciada,-16.6513,-48.992,13
531,Cliente 531,23097.87,Aprovada,-28.6981,-44.8701,4
532,Cliente 532,29548.29,Aprovada,-6.3517,-56.0577,65
533,Cliente 533,39269.95,Aprovada,-10.0769,-47.4809,50
534,Cliente 534,25813.68,Aprovada,-14.066,-42.1373,39
535,Cliente 535,35289.94,Aprovada,-10.4789,-50.0362,66
536,Cliente 536,3695.88,Aprovada,-18.4128,-49.8293,47
537,Cliente 537,43264.56,Aprovada,-26.9511,-36.574,45
538,Cliente 538,17026.06,Aprovada,-18.7813,-40.6784,60
539,Cliente 539,25380.44,Aprovada,-9.8474,-58.7738,5
540,Cliente 540,41683.23,Aprovada,-21.8277,-41.3544,35
541,Cliente 541,11567.34,Aprovada,-5.4695,-56.1901,60
542,Cliente 542,34085.75,Fraude,-11.5944,-51.2353,90
543,Cliente 543,22549.8,Aprovada,-14.8188,-47.279,57
544,Cliente 544,9423.4,Aprovada,-24.4536,-41.4438,40
545,Cliente 545,29213.95,Aprovada,-17.4312,-36.6942,8
546,Cliente 546,24190.24,Aprovada,-29.3982,-46.397,64
547,Cliente 547,3977.31,Aprovada,-9.2333,-45.7959,44
548,Cliente 548,33085.43,Aprovada,-23.1092,-43.0409,30
549,Cliente 549,38361.0,Aprovada,-26.7035,-59.3477,24
550,Cliente 550,26964.71,Aprovada,-21.3829,-59.9079,28
551,Cliente 551,31030.43,Reprovada,-26.4859,-40.8271,26
552,Cliente 552,32754.47,Fraude,-15.049,-55.4151,99
553,Cliente 553,47796.95,Pendenciada,-28.77,-45.5963,70
554,Cliente 554,36654.52,Aprovada,-29.1034,-37.7749,9
555,Cliente 555,19310.28,Aprovada,-21.9872,-58.0599,69
556,Cliente 556,7804.26,Reprovada,-14.47,-45.4708,60
557,Cliente 557,38431.32,Reprovada,-9.3835,-38.0791,9
558,Cliente 558,41907.69,Aprovada,-12.8143,-43.1707,20
559,Cliente 559,16760.21,Aprovada,-9.2641,-42.177,23
560,Cliente 560,48288.2,Aprovada,-11.0378,-49.834,67
561,Cliente 561,42247.26,Aprovada,-15.6736,-43.5716,13
562,Cliente 562,4882.61,Aprovada,-23.3569,-55.4297,37
563,Cliente 563,27368.56,Aprovada,-29.2679,-57.5807,64
564,Cliente 564,42140.81,Reprovada,-22.1672,-42.9139,53
565,Cliente 565,27983.78,Aprovada,-24.8484,-44.1762,17
566,Cliente 566,46636.69,Pendenciada,-18.6108,-59.6727,59
567,Cliente 567,4043.86,Aprovada,-22.5397,-42.1815,69
568,Cliente 568,4477.61,Reprovada,-6.7203,-44.3103,44
569,Cliente 569,48237.44,Aprovada,-29.3598,-44.3894,8
570,Cliente 570,36085.94,Aprovada,-17.0045,-45.2481,44
571,Cliente 571,38483.13,Aprovada,-5.8406,-54.4736,23
572,Cliente 572,6033.63,Aprovada,-13.0143,-59.7147,10
573,Cliente 573,28531.48,Aprovada,-19.2659,-37.1381,32
574,Cliente 574,27381.6,Pendenciada,-20.6518,-58.8663,30
575,Cliente 575,468.14,Fraude,-24.6828,-57.4114,92
576,Cliente 576,42105.31,Aprovada,-27.2487,-59.382,18
577,Cliente 577,37078.71,Aprovada,-21.4266,-44.7676,27
578,Cliente 578,25429.7,Pendenciada,-28.4045,-47.4271,55
579,Cliente 579,39001.24,Pendenciada,-9.1129,-51.1878,24
580,Cliente 580,36675.64,Aprovada,-14.1425,-49.9937,60
581,Cliente 581,31413.56,Aprovada,-21.4212,-46.4324,39
582,Cliente 582,49951.42,Pendenciada,-5.3585,-56.5637,70
583,Cliente 583,8570.32,Reprovada,-6.5512,-48.8642,37
584,Cliente 584,23843.48,Aprovada,-23.8484,-45.0728,19
585,Cliente 585,12921.26,Aprovada,-29.1754,-54.7405,57
586,Cliente 586,3792.6,Aprovada,-7.9015,-45.8709,11
587,Cliente 587,3342.59,Aprovada,-9.968,-53.2616,35
588,Cliente 588,7720.03,Aprovada,-15.1463,-44.8076,65
589,Cliente 589,41568.73,Pendenciada,-26.7575,-35.0541,51
590,Cliente 590,24107.52,Aprovada,-10.2792,-37.4474,52
591,Cliente 591,20661.29,Aprovada,-7.8447,-41.569,53
592,Cliente 592,23135.24,Aprovada,-10.4792,-51.8674,70
593,Cliente 593,45684.34,Aprovada,-7.2193,-36.2615,25
594,Cliente 594,40292.88,Aprovada,-7.0737,-35.3771,24
595,Cliente 595,2989.54,Aprovada,-12.039,-38.6022,19
596,Cliente 596,16506.44,Aprovada,-29.1337,-37.7313,25
597,Cliente 597,38093.89,Fraude,-26.3666,-51.9417,87
598,Cliente 598,33027.94,Aprovada,-26.4885,-58.447,50
599,Cliente 599,43983.21,Reprovada,-19.2943,-57.5491,26
600,Cliente 600,6811.53,Fraude,-5.4717,-44.0273,91
601,Cliente 601,12560.76,Aprovada,-28.3246,-36.5435,51
602,Cliente 602,42176.72,Pendenciada,-7.0057,-35.8704,32
603,Cliente 603,30782.0,Aprovada,-14.7029,-43.9824,31
604,Cliente 604,43646.77,Aprovada,-8.3422,-39.8632,42
605,Cliente 605,22966.65,Aprovada,-19.5977,-48.19,53
606,Cliente 606,30469.18,Aprovada,-23.2785,-43.1922,33
607,Cliente 607,45377.53,Aprovada,-10.8255,-35.1937,19
608,Cliente 608,33400.65,Pendenciada,-22.875,-39.3165,32
609,Cliente 609,42492.92,Aprovada,-13.4907,-43.6694,20
610,Cliente 610,35706.37,Aprovada,-28.5497,-46.4728,67
611,Cliente 611,33039.72,Reprovada,-22.0326,-46.3092,33
612,Cliente 612,24496.58,Aprovada,-13.6793,-49.3939,13
613,Cliente 613,3885.84,Pendenciada,-6.0468,-57.0611,5
614,Cliente 614,30612.15,Pendenciada,-9.6917,-51.3969,19
615,Cliente 615,39462.59,Pendenciada,-19.3829,-45.4643,17
616,Cliente 616,47245.56,Aprovada,-20.781,-53.3428,66
617,Cliente 617,23100.78,Reprovada,-6.2674,-58.2433,13
618,Cliente 618,22967.02,Aprovada,-8.1976,-54.7287,62
619,Cliente 619,15473.56,Aprovada,-21.2536,-39.4102,65
620,Cliente 620,5578.39,Aprovada,-17.7895,-51.3811,54
621,Cliente 621,7070.83,Pendenciada,-8.6185,-50.0362,19
622,Cliente 622,12561.78,Aprovada,-8.3591,-54.6864,42
623,Cliente 623,22274.08,Pendenciada,-15.9306,-52.3548,13
624,Cliente 624,34256.91,Pendenciada,-10.6035,-59.5571,52
625,Cliente 625,27451.3,Fraude,-29.2426,-59.8805,100
626,Cliente 626,48434.16,Pendenciada,-26.514,-54.1205,3
627,Cliente 627,36169.13,Pendenciada,-22.2854,-49.5206,64
628,Cliente 628,40134.61,Aprovada,-6.1806,-55.5687,10
629,Cliente 629,27523.82,Aprovada,-20.6782,-53.5953,5
630,Cliente 630,23265.74,Aprovada,-12.9044,-38.772,29
631,Cliente 631,48294.11,Aprovada,-8.8367,-59.7486,16
632,Cliente 632,24402.81,Aprovada,-20.721,-50.2042,6
633,Cliente 633,30974.82,Aprovada,-13.6681,-38.8973,61
634,Cliente 634,45695.52,Fraude,-13.3664,-38.7099,87
635,Cliente 635,8476.21,Pendenciada,-18.7812,-43.0801,15
636,Cliente 636,42219.89,Aprovada,-29.0195,-57.3362,47
637,Cliente 637,33693.07,Reprovada,-26.0952,-47.4939,70
638,Cliente 638,43178.34,Aprovada,-25.6262,-43.6282,41
639,Cliente 639,20520.82,Pendenciada,-28.2696,-46.9467,37
640,Cliente 640,5952.66,Pendenciada,-6.5065,-47.0892,50
641,Cliente 641,7176.41,Aprovada,-14.7529,-52.4738,46
642,Cliente 642,9042.0,Aprovada,-11.8413,-45.6572,34
643,Cliente 643,16612.13,Aprovada,-11.0355,-47.4539,46
644,Cliente 644,9025.34,Aprovada,-11.6406,-40.1165,12
645,Cliente 645,1655.68,Aprovada,-9.8119,-52.0207,6
646,Cliente 646,6225.9,Pendenciada,-19.735,-50.2142,37
647,Cliente 647,23015.39,Aprovada,-9.3156,-50.8941,36
648,Cliente 648,38187.7,Aprovada,-24.0858,-41.6079,10
649,Cliente 649,32206.1,Aprovada,-29.3389,-35.524,38
650,Cliente 650,23309.01,Aprovada,-16.1929,-49.4092,48
651,Cliente 651,49707.67,Aprovada,-14.1477,-57.1051,17
652,Cliente 652,7704.74,Aprovada,-18.309,-35.4872,38
653,Cliente 653,21539.32,Aprovada,-9.3123,-55.3103,7
654,Cliente 654,20442.82,Fraude,-24.5864,-36.6867,94
655,Cliente 655,11575.45,Aprovada,-9.4336,-57.4719,5
656,Cliente 656,19068.63,Aprovada,-6.9827,-44.0318,41
657,Cliente 657,437.27,Pendenciada,-11.3769,-47.9763,53
658,Cliente 658,20726.16,Aprovada,-29.3235,-48.7034,70
659,Cliente 659,45280.85,Aprovada,-8.1574,-49.2654,35
660,Cliente 660,661.58,Pendenciada,-13.888,-50.9446,53
661,Cliente 661,19095.13,Aprovada,-19.3349,-55.2532,10
662,Cliente 662,1744.01,Aprovada,-27.7544,-41.2345,30
663,Cliente 663,42217.01,Aprovada,-10.5925,-58.8556,59
664,Cliente 664,27265.44,Pendenciada,-6.454,-51.4937,24
665,Cliente 665,5669.24,Aprovada,-7.1818,-44.0892,7
666,Cliente 666,25006.69,Aprovada,-20.091,-46.832,59
667,Cliente 667,22159.43,Aprovada,-17.819,-54.7476,1
668,Cliente 668,34139.93,Reprovada,-24.7193,-46.9398,31
669,Cliente 669,14550.52,Aprovada,-11.4717,-54.3788,54
670,Cliente 670,39653.43,Aprovada,-9.895,-47.9801,0
671,Cliente 671,2248.16,Aprovada,-13.0792,-35.9635,55
672,Cliente 672,4826.72,Aprovada,-10.8347,-42.9171,22
673,Cliente 673,9916.61,Pendenciada,-12.668,-59.9314,32
674,Cliente 674,20354.48,Aprovada,-24.6336,-54.4955,37
675,Cliente 675,34677.32,Pendenciada,-10.6793,-53.7298,58
676,Cliente 676,13625.24,Reprovada,-20.0287,-55.9128,61
677,Cliente 677,7706.88,Aprovada,-13.0707,-49.6544,35
678,Cliente 678,2531.5,Pendenciada,-25.4074,-40.6522,27
679,Cliente 679,1954.68,Aprovada,-11.5508,-48.371,15
680,Cliente 680,9858.9,Pendenciada,-23.7526,-37.3086,30
681,Cliente 681,42108.28,Aprovada,-23.3313,-49.3864,19
682,Cliente 682,22398.86,Pendenciada,-14.0911,-39.577,70
683,Cliente 683,879.57,Aprovada,-16.7634,-36.575,58
684,Cliente 684,44547.89,Fraude,-19.7254,-52.2299,93
685,Cliente 685,13171.85,Reprovada,-29.5737,-35.6501,39
686,Cliente 686,31542.06,Aprovada,-11.9575,-52.3832,62
687,Cliente 687,20732.24,Aprovada,-8.1836,-58.2383,51
688,Cliente 688,46983.45,Aprovada,-12.8422,-52.9335,16
689,Cliente 689,30981.76,Pendenciada,-26.8383,-42.0739,40
690,Cliente 690,146.74,Aprovada,-14.0336,-53.4452,49
691,Cliente 691,6857.85,Reprovada,-26.499,-52.3489,26
692,Cliente 692,21274.06,Aprovada,-18.6706,-58.4572,19
693,Cliente 693,965.17,Aprovada,-18.5206,-41.6713,58
694,Cliente 694,29207.43,Pendenciada,-28.1026,-43.283,39
695,Cliente 695,9121.29,Aprovada,-9.8076,-47.8446,60
696,Cliente 696,20061.46,Aprovada,-15.6227,-52.9592,28
697,Cliente 697,45356.97,Aprovada,-26.4871,-51.9541,36
698,Cliente 698,13400.79,Reprovada,-27.8692,-47.7929,64
699,Cliente 699,16235.29,Aprovada,-24.5552,-36.1264,60
700,Cliente 700,15972.79,Aprovada,-27.4159,-46.1446,35
701,Cliente 701,12309.49,Pendenciada,-12.3836,-39.9501,41
702,Cliente 702,46555.23,Pendenciada,-20.5281,-35.4316,23
703,Cliente 703,44914.09,Aprovada,-12.8052,-55.0318,49
704,Cliente 704,16184.11,Aprovada,-24.6863,-52.6037,54
705,Cliente 705,38307.62,Pendenciada,-15.1174,-44.8416,57
706,Cliente 706,14677.54,Pendenciada,-16.5684,-47.0324,6
707,Cliente 707,3140.36,Aprovada,-9.5656,-45.3601,57
708,Cliente 708,30972.78,Fraude,-9.4363,-46.543,99
709,Cliente 709,43433.36,Aprovada,-10.7523,-46.0122,29
710,Cliente 710,14037.8,Pendenciada,-22.8787,-54.7842,44
711,Cliente 711,47931.7,Fraude,-21.2293,-56.4978,89
712,Cliente 712,19332.92,Aprovada,-10.4117,-36.1144,18
713,Cliente 713,15206.21,Aprovada,-12.9111,-49.3789,67
714,Cliente 714,2754.9,Aprovada,-13.8704,-49.7082,55
715,Cliente 715,41887.52,Aprovada,-15.9752,-46.8537,27
716,Cliente 716,4338.05,Reprovada,-21.0561,-56.5909,52
717,Cliente 717,45041.38,Aprovada,-5.4073,-53.4402,7
718,Cliente 718,6319.05,Aprovada,-26.2607,-45.9649,27
719,Cliente 719,14798.71,Aprovada,-29.89,-58.8189,33
720,Cliente 720,28065.45,Fraude,-6.3114,-52.2736,96
721,Cliente 721,44159.88,Pendenciada,-22.5809,-51.9188,61
722,Cliente 722,35437.96,Pendenciada,-20.8414,-55.7793,25
723,Cliente 723,41329.25,Reprovada,-15.3194,-42.6486,22
724,Cliente 724,27009.06,Aprovada,-15.6617,-54.5082,51
725,Cliente 725,22299.04,Aprovada,-16.1695,-50.7462,26
726,Cliente 726,15603.57,Reprovada,-28.1541,-45.2497,36
727,Cliente 727,43423.18,Fraude,-15.1126,-43.1651,88
728,Cliente 728,37169.25,Aprovada,-19.1367,-52.7239,42
729,Cliente 729,37955.63,Fraude,-5.066,-59.2565,86
730,Cliente 730,34710.2,Aprovada,-29.6172,-35.5225,31
731,Cliente 731,25242.78,Aprovada,-23.4957,-48.8699,39
732,Cliente 732,30998.57,Aprovada,-5.5076,-48.9261,26
733,Cliente 733,47241.16,Aprovada,-6.6089,-40.7516,43
734,Cliente 734,46234.91,Aprovada,-10.8404,-41.5291,25
735,Cliente 735,32797.44,Pendenciada,-27.2397,-54.8251,56
736,Cliente 736,49693.78,Aprovada,-13.8067,-52.3521,38
737,Cliente 737,15700.09,Pendenciada,-22.7017,-43.7366,6
738,Cliente 738,14315.7,Aprovada,-17.5316,-50.8538,5
739,Cliente 739,25566.82,Aprovada,-25.5384,-46.6271,67
740,Cliente 740,49690.41,Reprovada,-22.0218,-50.0939,58
741,Cliente 741,13376.06,Aprovada,-7.8898,-47.6124,58
742,Cliente 742,24727.5,Aprovada,-13.7613,-50.3458,50
743,Cliente 743,35423.25,Aprovada,-5.3882,-40.2687,16
744,Cliente 744,28431.65,Reprovada,-14.1612,-43.0367,4
745,Cliente 745,47185.12,Aprovada,-28.9635,-45.1125,7
746,Cliente 746,23757.03,Pendenciada,-10.1369,-46.2454,42
747,Cliente 747,32337.63,Aprovada,-27.7928,-35.0319,5
748,Cliente 748,35314.68,Aprovada,-14.0538,-45.8677,53
749,Cliente 749,16848.09,Aprovada,-15.5966,-36.6379,67
750,Cliente 750,19606.39,Aprovada,-23.7757,-39.1267,35
751,Cliente 751,33635.46,Aprovada,-28.0822,-51.18,22
752,Cliente 752,43736.41,Aprovada,-24.3653,-37.3389,18
753,Cliente 753,3415.04,Aprovada,-29.9643,-42.4038,56
754,Cliente 754,15886.34,Aprovada,-19.6768,-38.4603,21
755,Cliente 755,10680.32,Fraude,-8.2763,-58.7821,94
756,Cliente 756,19435.74,Aprovada,-6.0805,-49.6823,44
757,Cliente 757,22765.64,Pendenciada,-14.1437,-35.5705,16
758,Cliente 758,11278.99,Aprovada,-19.26,-57.4908,12
759,Cliente 759,12032.26,Pendenciada,-28.6086,-46.2076,11
760,Cliente 760,910.1,Aprovada,-28.2257,-42.4239,7
761,Cliente 761,21104.88,Fraude,-6.2993,-57.1391,96
762,Cliente 762,15657.35,Pendenciada,-29.8599,-42.0934,56
763,Cliente 763,2865.38,Aprovada,-9.75,-36.1929,23
764,Cliente 764,12886.51,Pendenciada,-23.7377,-56.5949,65
765,Cliente 765,7868.28,Aprovada,-8.9965,-42.2915,3
766,Cliente 766,14543.16,Fraude,-17.122,-46.7276,90
767,Cliente 767,21725.95,Aprovada,-21.8825,-42.9558,65
768,Cliente 768,38105.69,Reprovada,-13.9502,-59.967,52
769,Cliente 769,23601.41,Aprovada,-19.4852,-37.8608,70
770,Cliente 770,1588.9,Reprovada,-26.9403,-47.7171,52
771,Cliente 771,16275.05,Aprovada,-14.15,-58.2126,32
772,Cliente 772,3362.97,Aprovada,-17.837,-45.7905,42
773,Cliente 773,35399.41,Aprovada,-27.0367,-47.2302,41
774,Cliente 774,37535.37,Aprovada,-16.5422,-36.3126,13
775,Cliente 775,3999.99,Aprovada,-18.4613,-56.5398,45
776,Cliente 776,46331.47,Aprovada,-6.5908,-50.3121,60
777,Cliente 777,28321.8,Aprovada,-8.852,-38.3047,64
778,Cliente 778,28297.54,Aprovada,-29.0415,-39.1903,15
779,Cliente 779,9973.11,Aprovada,-13.8589,-43.1142,26
780,Cliente 780,22538.26,Aprovada,-24.139,-35.5671,5
781,Cliente 781,43718.54,Aprovada,-13.0678,-59.2936,50
782,Cliente 782,20947.54,Aprovada,-8.0254,-53.3043,46
783,Cliente 783,4950.15,Aprovada,-6.8762,-53.2312,20
784,Cliente 784,342.41,Aprovada,-20.7072,-44.7303,42
785,Cliente 785,19798.9,Aprovada,-9.1951,-56.4604,34
786,Cliente 786,27083.12,Aprovada,-24.7674,-46.5581,14
787,Cliente 787,30839.91,Pendenciada,-16.0217,-37.9961,59
788,Cliente 788,10544.3,Aprovada,-17.5743,-46.2596,3
789,Cliente 789,45719.81,Aprovada,-21.6567,-55.5377,56
790,Cliente 790,39301.94,Aprovada,-24.0216,-39.9756,38
791,Cliente 791,1078.26,Aprovada,-24.0425,-52.3505,30
792,Cliente 792,9265.47,Aprovada,-11.9621,-45.0857,62
793,Cliente 793,3095.84,Pendenciada,-18.35,-40.4496,67
794,Cliente 794,17171.16,Aprovada,-14.3962,-49.1203,53
795,Cliente 795,5760.81,Aprovada,-23.6192,-55.1508,68
796,Cliente 796,36020.7,Aprovada,-7.5469,-48.8605,54
797,Cliente 797,39608.3,Aprovada,-15.982,-43.1021,3
798,Cliente 798,37649.1,Aprovada,-27.8318,-42.9329,20
799,Cliente 799,49226.59,Pendenciada,-6.2134,-50.1193,54
800,Cliente 800,6409.41,Aprovada,-25.7421,-47.1345,46
801,Cliente 801,42740.45,Aprovada,-26.723,-50.7696,32
802,Cliente 802,2964.1,Aprovada,-29.794,-45.1092,43
803,Cliente 803,3307.93,Pendenciada,-26.3108,-45.2844,56
804,Cliente 804,35867.22,Fraude,-7.1346,-44.2865,87
805,Cliente 805,4703.95,Aprovada,-26.3582,-47.9233,61
806,Cliente 806,19368.72,Aprovada,-14.9971,-51.0048,10
807,Cliente 807,23364.22,Reprovada,-27.0314,-52.0959,55
808,Cliente 808,47008.63,Aprovada,-14.2018,-40.5056,38
809,Cliente 809,46108.86,Reprovada,-6.1482,-35.3703,22
810,Cliente 810,8744.51,Aprovada,-14.2673,-47.5447,56
811,Cliente 811,28841.73,Aprovada,-26.243,-54.0569,65
812,Cliente 812,34460.16,Aprovada,-21.4127,-52.2655,56
813,Cliente 813,5636.73,Aprovada,-8.8612,-50.6613,40
814,Cliente 814,3261.02,Aprovada,-28.1388,-42.1252,47
815,Cliente 815,46629.3,Aprovada,-22.1225,-48.9868,29
816,Cliente 816,45635.02,Aprovada,-20.0685,-58.6737,0
817,Cliente 817,36676.56,Aprovada,-13.0355,-41.4096,70
818,Cliente 818,8124.77,Aprovada,-24.8889,-45.6219,64
819,Cliente 819,5755.83,Aprovada,-5.3884,-41.7542,21
820,Cliente 820,2682.22,Aprovada,-22.4481,-55.9496,15
821,Cliente 821,154.15,Aprovada,-9.0787,-52.0478,55
822,Cliente 822,40440.62,Aprovada,-14.0392,-42.745,55
823,Cliente 823,32771.62,Aprovada,-19.1514,-40.967,4
