id,cliente,valor,status,lat,lng,risco_score,ibge,municipio,uf,estado,occurred_at,regiao
189,Cliente 189,47663.06,Aprovada,-21.55,-47.7801,0,352760,Luís Antônio,SP,São Paulo,2026-04-15T07:06:18,Sudeste
190,Cliente 190,12459.64,Pendenciada,-22.5368,-45.3626,15,317220,Wenceslau Braz,MG,Minas Gerais,2026-07-26T07:53:57,Sudeste
191,Cliente 191,14884.02,Aprovada,-9.40121,-36.9911,2,270120,Cacimbinhas,AL,Alagoas,2026-02-02T00:41:34,Nordeste
192,Cliente 192,47174.44,Aprovada,-19.5246,-42.0106,30,316095,São Domingos das Dores,MG,Minas Gerais,2026-06-21T14:41:01,Sudeste
193,Cliente 193,22392.08,Pendenciada,-24.6271,-54.2265,17,411845,Pato Bragado,PR,Paraná,2026-05-16T11:04:38,Sul
194,Cliente 194,24607.29,Aprovada,-10.6449,-36.9887,26,280150,Carmópolis,SE,Sergipe,2026-02-12T05:17:48,Nordeste
195,Cliente 195,19976.07,Aprovada,-24.11,-51.6506,40,411342,Lidianópolis,PR,Paraná,2026-04-14T00:09:21,Sul
196,Cliente 196,17000.89,Aprovada,-3.13861,-58.4449,48,130190,Itacoatiara,AM,Amazonas,2026-03-27T11:25:20,Norte
197,Cliente 197,31551.16,Aprovada,-21.9996,-43.0617,46,311620,Chiador,MG,Minas Gerais,2026-02-16T20:54:23,Sudeste
198,Cliente 198,43272.89,Aprovada,-19.3735,-42.1121,18,312250,Dom Cavati,MG,Minas Gerais,2026-03-01T05:41:07,Sudeste
199,Cliente 199,520.67,Aprovada,-24.0089,-53.1432,22,411510,Mariluz,PR,Paraná,2026-04-21T04:26:32,Sul
200,Cliente 200,24580.73,Aprovada,-8.11951,-49.0643,49,171180,Juarina,TO,Tocantins,2026-04-08T09:36:13,Norte
201,Cliente 201,32930.72,Aprovada,-28.0275,-48.6192,32,420570,Garopaba,SC,Santa Catarina,2026-03-12T03:56:11,Sul
202,Cliente 202,49643.4,Aprovada,-6.65075,-42.5418,22,220100,Arraial,PI,Piauí,2026-01-15T11:54:30,Nordeste
203,Cliente 203,22396.64,Pendenciada,-19.2257,-45.0141,17,315200,Pompéu,MG,Minas Gerais,2026-05-26T05:23:52,Sudeste
204,Cliente 204,13367.2,Pendenciada,-3.43245,-45.6619,11,210465,Governador Newton Bello,MA,Maranhão,2026-03-14T12:46:14,Nordeste
205,Cliente 205,40376.52,Aprovada,-23.7799,-53.0774,4,410660,Cruzeiro do Oeste,PR,Paraná,2026-02-25T01:53:16,Sul
206,Cliente 206,31526.8,Aprovada,-16.1773,-50.9508,48,521200,Jaupaci,GO,Goiás,2026-04-06T03:25:03,Centro-Oeste
207,Cliente 207,35815.08,Aprovada,-5.25096,-44.0533,14,211174,Senador Alexandre Costa,MA,Maranhão,2026-07-04T11:09:15,Nordeste
208,Cliente 208,8145.76,Aprovada,-7.1607,-37.3036,10,251460,São José do Bonfim,PB,Paraíba,2026-06-27T02:48:11,Nordeste
209,Cliente 209,18629.99,Aprovada,-14.4472,-56.8437,23,510130,Arenápolis,MT,Mato Grosso,2026-01-14T21:36:35,Centro-Oeste
210,Cliente 210,43329.75,Pendenciada,-26.827,-53.5034,61,420490,Descanso,SC,Santa Catarina,2026-02-27T10:30:43,Sul
211,Cliente 211,25112.04,Aprovada,-27.1382,-48.5146,61,420245,Bombinhas,SC,Santa Catarina,2026-01-27T06:34:45,Sul
212,Cliente 212,39982.43,Aprovada,-15.8299,-54.4208,40,510700,Poxoréu,MT,Mato Grosso,2026-05-29T09:35:11,Centro-Oeste
213,Cliente 213,49725.63,Aprovada,-19.1729,-42.6775,0,313610,Joanésia,MG,Minas Gerais,2026-04-07T02:27:42,Sudeste
214,Cliente 214,31120.98,Aprovada,-13.0215,-39.602,60,290100,Amargosa,BA,Bahia,2026-01-08T05:05:43,Nordeste
215,Cliente 215,8580.51,Fraude,-0.714702,-47.7034,97,150440,Marapanim,PA,Pará,2026-04-19T18:18:39,Norte
216,Cliente 216,2147.71,Aprovada,-5.82447,-35.55,42,240460,Ielmo Marinho,RN,Rio Grande do Norte,2026-03-21T09:56:57,Nordeste
217,Cliente 217,5916.89,Pendenciada,-14.7261,-49.4634,13,520980,Hidrolina,GO,Goiás,2026-03-18T15:22:03,Centro-Oeste
218,Cliente 218,30386.73,Aprovada,-21.3812,-50.2123,16,351710,Glicério,SP,São Paulo,2026-03-13T01:49:40,Sudeste
219,Cliente 219,9450.12,Pendenciada,-27.3033,-49.793,40,421860,Trombudo Central,SC,Santa Catarina,2026-07-17T05:19:46,Sul
220,Cliente 220,9855.82,Aprovada,-31.3564,-51.9715,2,431880,São Lourenço do Sul,RS,Rio Grande do Sul,2026-06-28T16:28:47,Sul
221,Cliente 221,35543.22,Reprovada,-13.1673,-39.4213,23,291890,Laje,BA,Bahia,2026-04-12T01:57:14,Nordeste
222,Cliente 222,41074.13,Aprovada,-5.98238,-37.818,32,241450,Umarizal,RN,Rio Grande do Norte,2026-07-19T12:06:56,Nordeste
223,Cliente 223,39430.95,Aprovada,-13.5485,-42.4934,4,293105,Tanque Novo,BA,Bahia,2026-07-11T07:28:51,Nordeste
224,Cliente 224,8241.37,Aprovada,-26.6927,-53.0967,67,420257,Bom Jesus do Oeste,SC,Santa Catarina,2026-01-26T15:17:22,Sul
225,Cliente 225,43658.87,Aprovada,-23.6599,-52.6054,0,410550,Cianorte,PR,Paraná,2026-02-17T05:08:29,Sul
226,Cliente 226,40038.62,Aprovada,-0.73032,-48.5015,3,150790,Soure,PA,Pará,2026-07-09T05:20:45,Norte
227,Cliente 227,38283.45,Aprovada,-23.9888,-46.258,37,351870,Guarujá,SP,São Paulo,2026-03-17T14:36:43,Sudeste
228,Cliente 228,15509.7,Aprovada,-27.6579,-54.7649,38,430030,Alecrim,RS,Rio Grande do Sul,2026-01-04T18:41:30,Sul
229,Cliente 229,22671.52,Reprovada,-32.5604,-53.377,20,431100,Jaguarão,RS,Rio Grande do Sul,2026-04-03T15:07:53,Sul
230,Cliente 230,11959.39,Pendenciada,-15.3145,-49.5814,48,521860,Rialma,GO,Goiás,2026-06-04T12:00:06,Centro-Oeste
231,Cliente 231,6704.85,Aprovada,-4.42585,-41.4482,29,220790,Pedro II,PI,Piauí,2026-05-19T07:26:46,Nordeste
232,Cliente 232,34888.57,Aprovada,-10.7505,-39.2137,19,292590,Quijingue,BA,Bahia,2026-06-01T14:32:46,Nordeste
233,Cliente 233,32468.64,Aprovada,-4.01584,-38.3061,32,231085,Pindoretama,CE,Ceará,2026-05-22T06:11:26,Nordeste
234,Cliente 234,17228.45,Reprovada,-20.5339,-43.9894,65,313540,Jeceaba,MG,Minas Gerais,2026-04-06T05:20:46,Sudeste
235,Cliente 235,17054.61,Aprovada,-14.321,-39.329,55,290240,Aurelino Leal,BA,Bahia,2026-01-16T23:03:53,Nordeste
236,Cliente 236,32794.73,Aprovada,-20.7631,-45.9152,62,312810,Guapé,MG,Minas Gerais,2026-03-16T00:00:13,Sudeste
237,Cliente 237,14496.56,Reprovada,-23.1829,-50.6498,62,410640,Cornélio Procópio,PR,Paraná,2026-02-21T17:09:54,Sul
238,Cliente 238,25219.73,Reprovada,-4.79102,-40.0646,13,230860,Monsenhor Tabosa,CE,Ceará,2026-04-27T04:34:20,Nordeste
239,Cliente 239,15959.91,Aprovada,-6.46544,-35.9346,45,240540,Japi,RN,Rio Grande do Norte,2026-04-04T19:53:24,Nordeste
240,Cliente 240,44722.35,Reprovada,-22.2918,-49.5504,2,351660,Gália,SP,São Paulo,2026-03-11T17:01:36,Sudeste
241,Cliente 241,18574.77,Fraude,-21.6748,-42.0758,95,330210,Itaocara,RJ,Rio de Janeiro,2026-03-29T12:40:58,Sudeste
242,Cliente 242,35586.29,Aprovada,-2.85379,-44.0357,34,210710,Morros,MA,Maranhão,2026-04-29T16:24:10,Nordeste
243,Cliente 243,13027.23,Pendenciada,-8.70904,-36.4126,28,260830,Jupi,PE,Pernambuco,2026-04-09T06:59:43,Nordeste
244,Cliente 244,20704.43,Aprovada,-25.5704,-51.0769,26,411020,Inácio Martins,PR,Paraná,2026-03-23T04:55:13,Sul
245,Cliente 245,27984.76,Aprovada,-1.94623,-54.7384,35,150040,Alenquer,PA,Pará,2026-01-04T23:51:21,Norte
246,Cliente 246,31758.84,Pendenciada,-24.6517,-49.0044,13,354280,Ribeira,SP,São Paulo,2026-06-04T15:38:43,Sudeste
247,Cliente 247,33055.0,Reprovada,-9.64882,-37.7923,3,280120,Canindé de São Francisco,SE,Sergipe,2026-02-08T09:41:29,Nordeste
248,Cliente 248,4153.06,Aprovada,-16.0091,-43.0488,67,315450,Riacho dos Machados,MG,Minas Gerais,2026-06-04T08:52:54,Sudeste
249,Cliente 249,4757.7,Aprovada,-28.7572,-51.4757,56,431517,Protásio Alves,RS,Rio Grande do Sul,2026-05-31T11:37:57,Sul
250,Cliente 250,13775.23,Aprovada,-7.84383,-35.3108,63,260845,Lagoa do Carro,PE,Pernambuco,2026-04-11T02:48:07,Nordeste
251,Cliente 251,24069.52,Aprovada,-14.7678,-42.6498,17,293260,Urandi,BA,Bahia,2026-07-20T07:04:24,Nordeste
252,Cliente 252,27755.8,Aprovada,-23.108,-53.1103,34,412395,Santa Mônica,PR,Paraná,2026-06-15T07:35:08,Sul
253,Cliente 253,4217.73,Aprovada,-19.8361,-42.3988,39,312000,Córrego Novo,MG,Minas Gerais,2026-02-22T16:02:39,Sudeste
254,Cliente 254,30384.58,Aprovada,-14.4472,-56.8437,67,510130,Arenápolis,MT,Mato Grosso,2026-01-14T22:28:11,Centro-Oeste
255,Cliente 255,33818.24,Aprovada,-15.4643,-55.7499,10,510300,Chapada dos Guimarães,MT,Mato Grosso,2026-02-16T09:42:28,Centro-Oeste
256,Cliente 256,34364.76,Aprovada,-26.635,-52.4556,3,420768,Ipuaçu,SC,Santa Catarina,2026-03-25T13:48:50,Sul
257,Cliente 257,29770.87,Aprovada,-14.7992,-46.2506,6,522070,Sítio d'Abadia,GO,Goiás,2026-07-08T06:54:52,Centro-Oeste
258,Cliente 258,38224.37,Aprovada,-22.031,-48.9135,29,350340,Arealva,SP,São Paulo,2026-01-14T14:35:53,Sudeste
259,Cliente 259,17898.39,Aprovada,-14.7876,-39.2781,50,291480,Itabuna,BA,Bahia,2026-03-27T07:31:29,Nordeste
260,Cliente 260,31148.04,Aprovada,-22.4715,-43.8269,1,330030,Barra do Piraí,RJ,Rio de Janeiro,2026-01-20T13:35:37,Sudeste
261,Cliente 261,41069.91,Aprovada,-11.2659,-37.4484,23,280210,Estância,SE,Sergipe,2026-03-05T13:38:22,Nordeste
262,Cliente 262,2181.57,Aprovada,-24.7891,-50.0108,11,410490,Castro,PR,Paraná,2026-02-13T17:55:30,Sul
263,Cliente 263,32041.94,Aprovada,-2.5831,-49.5042,11,150460,Mocajuba,PA,Pará,2026-04-26T08:25:59,Norte
264,Cliente 264,23061.61,Reprovada,-22.1909,-46.7477,19,351518,Espírito Santo do Pinhal,SP,São Paulo,2026-03-05T08:54:08,Sudeste
265,Cliente 265,25421.48,Aprovada,-3.20451,-44.9912,25,211280,Viana,MA,Maranhão,2026-07-23T21:15:55,Nordeste
266,Cliente 266,4214.74,Reprovada,-4.98068,-37.1621,66,240440,Grossos,RN,Rio Grande do Norte,2026-03-15T06:17:42,Nordeste
267,Cliente 267,32161.69,Aprovada,-23.7977,-48.5958,51,350800,Buri,SP,São Paulo,2026-01-30T16:12:45,Sudeste
268,Cliente 268,44847.52,Fraude,-29.6462,-50.5819,100,431600,Rolante,RS,Rio Grande do Sul,2026-06-08T11:26:50,Sul
269,Cliente 269,26062.01,Aprovada,-23.255,-52.7761,29,411590,Mirador,PR,Paraná,2026-04-25T11:38:15,Sul
270,Cliente 270,41458.31,Aprovada,-21.9335,-50.5191,69,355500,Tupã,SP,São Paulo,2026-07-17T17:37:04,Sudeste
271,Cliente 271,46712.92,Aprovada,-7.36229,-41.1371,13,220520,Jaicós,PI,Piauí,2026-04-04T02:20:37,Nordeste
272,Cliente 272,14447.53,Aprovada,-13.3772,-42.5163,51,290420,Botuporã,BA,Bahia,2026-01-28T09:57:21,Nordeste
273,Cliente 273,10659.47,Fraude,-26.2105,-50.931,92,411860,Paula Freitas,PR,Paraná,2026-05-17T03:32:16,Sul
274,Cliente 274,22240.3,Aprovada,-3.86699,-38.6259,64,230765,Maracanaú,CE,Ceará,2026-04-19T10:48:54,Nordeste
275,Cliente 275,5072.33,Aprovada,-20.0707,-44.2994,38,313010,Igarapé,MG,Minas Gerais,2026-03-21T15:59:58,Sudeste
276,Cliente 276,34488.52,Pendenciada,-20.9171,-44.2407,0,315420,Resende Costa,MG,Minas Gerais,2026-06-03T11:24:23,Sudeste
277,Cliente 277,8664.35,Aprovada,-14.8541,-42.4329,69,291740,Jacaraci,BA,Bahia,2026-04-02T19:24:11,Nordeste
278,Cliente 278,40415.22,Aprovada,-14.5238,-49.1396,49,522160,Uruaçu,GO,Goiás,2026-07-20T10:20:27,Centro-Oeste
279,Cliente 279,47911.46,Aprovada,-5.94605,-36.6578,32,241140,Santana do Matos,RN,Rio Grande do Norte,2026-06-17T18:50:34,Nordeste
280,Cliente 280,21892.64,Aprovada,-7.59989,-43.0249,1,220510,Itaueira,PI,Piauí,2026-04-01T03:22:39,Nordeste
281,Cliente 281,4318.56,Reprovada,-12.3016,-44.5388,52,290250,Baianópolis,BA,Bahia,2026-01-17T22:47:28,Nordeste
282,Cliente 282,39669.72,Aprovada,-20.843,-49.6358,45,353250,Neves Paulista,SP,São Paulo,2026-05-02T04:11:23,Sudeste
283,Cliente 283,26325.31,Aprovada,-28.3921,-54.0686,1,430587,Coronel Barros,RS,Rio Grande do Sul,2026-02-21T21:15:23,Sul
284,Cliente 284,40213.43,Aprovada,-11.6438,-42.0195,52,291240,Ibipeba,BA,Bahia,2026-03-20T02:00:57,Nordeste
285,Cliente 285,26841.81,Reprovada,-24.8585,-54.336,45,412350,Santa Helena,PR,Paraná,2026-06-13T12:35:02,Sul
286,Cliente 286,20154.22,Aprovada,-21.9479,-44.1885,67,310750,Bom Jardim de Minas,MG,Minas Gerais,2026-01-26T00:33:36,Sudeste
287,Cliente 287,5025.97,Aprovada,-6.32447,-47.4224,23,172120,Tocantinópolis,TO,Tocantins,2026-07-15T02:35:16,Norte
288,Cliente 288,706.61,Aprovada,-3.84338,-49.0974,21,150309,Goianésia do Pará,PA,Pará,2026-03-13T13:50:42,Norte
289,Cliente 289,16946.27,Aprovada,-23.3607,-46.7397,61,350900,Caieiras,SP,São Paulo,2026-02-03T00:48:25,Sudeste
290,Cliente 290,11977.65,Aprovada,-5.17465,-47.7781,31,210325,Cidelândia,MA,Maranhão,2026-02-17T08:40:35,Nordeste
291,Cliente 291,44142.52,Aprovada,-20.8508,-46.712,32,312630,Fortaleza de Minas,MG,Minas Gerais,2026-03-10T02:09:14,Sudeste
292,Cliente 292,40964.83,Reprovada,-20.4755,-49.7827,30,351290,Cosmorama,SP,São Paulo,2026-02-23T05:40:04,Sudeste
293,Cliente 293,9394.97,Aprovada,-24.1085,-49.3352,57,352320,Itararé,SP,São Paulo,2026-03-31T11:30:44,Sudeste
294,Cliente 294,49702.98,Fraude,-23.8142,-50.1422,98,411230,Japira,PR,Paraná,2026-04-04T20:17:51,Sul
295,Cliente 295,15911.22,Pendenciada,-20.151,-44.2007,44,310900,Brumadinho,MG,Minas Gerais,2026-01-30T05:35:18,Sudeste
296,Cliente 296,792.39,Aprovada,-27.7789,-53.1226,9,431845,São José das Missões,RS,Rio Grande do Sul,2026-06-26T15:20:58,Sul
297,Cliente 297,20376.03,Reprovada,-21.3748,-42.3123,40,314670,Palma,MG,Minas Gerais,2026-05-11T23:27:07,Sudeste
298,Cliente 298,39092.07,Reprovada,-13.0053,-41.3703,61,292190,Mucugê,BA,Bahia,2026-04-30T01:58:59,Nordeste
299,Cliente 299,13202.22,Aprovada,-24.4168,-53.5213,25,410200,Assis Chateaubriand,PR,Paraná,2026-01-16T06:59:19,Sul
300,Cliente 300,20774.79,Reprovada,-22.6925,-49.4341,52,351519,Espírito Santo do Turvo,SP,São Paulo,2026-03-05T10:23:06,Sudeste
301,Cliente 301,23454.39,Aprovada,-15.6032,-44.391,22,314915,Pedras de Maria da Cruz,MG,Minas Gerais,2026-05-18T17:30:58,Sudeste
302,Cliente 302,47130.8,Aprovada,-22.7088,-46.772,66,350190,Amparo,SP,São Paulo,2026-01-08T16:18:52,Sudeste
303,Cliente 303,23731.21,Aprovada,-18.1759,-46.8063,63,313710,Lagamar,MG,Minas Gerais,2026-04-10T08:46:36,Sudeste
304,Cliente 304,21087.35,Reprovada,-25.2977,-54.0943,19,411580,Medianeira,PR,Paraná,2026-04-23T21:06:15,Sul
305,Cliente 305,21145.38,Aprovada,-17.8143,-50.1653,70,521805,Porteirão,GO,Goiás,2026-05-27T11:01:24,Centro-Oeste
306,Cliente 306,7350.21,Pendenciada,-15.0909,-50.6315,51,520215,Araguapaz,GO,Goiás,2026-01-12T20:24:29,Centro-Oeste
307,Cliente 307,39022.83,Pendenciada,-12.4335,-39.1176,55,290170,Antônio Cardoso,BA,Bahia,2026-01-10T14:32:30,Nordeste
308,Cliente 308,26433.67,Aprovada,-6.76189,-36.9913,18,251710,Várzea,PB,Paraíba,2026-07-22T10:04:49,Nordeste
309,Cliente 309,25674.11,Reprovada,-23.0868,-52.1573,15,412830,Uniflor,PR,Paraná,2026-07-20T03:26:59,Sul
310,Cliente 310,18550.58,Aprovada,-27.0754,-52.9808,37,420050,Águas de Chapecó,SC,Santa Catarina,2026-01-03T11:18:38,Sul
311,Cliente 311,24403.69,Aprovada,-9.60357,-37.2505,58,270540,Monteirópolis,AL,Alagoas,2026-04-28T13:00:26,Nordeste
312,Cliente 312,23646.77,Pendenciada,-12.2408,-56.1531,18,510452,Ipiranga do Norte,MT,Mato Grosso,2026-03-25T02:37:55,Centro-Oeste
313,Cliente 313,32384.51,Aprovada,-10.1365,-36.9806,1,280110,Canhoba,SE,Sergipe,2026-02-08T07:11:55,Nordeste
314,Cliente 314,10764.58,Aprovada,-12.2408,-56.1531,2,510452,Ipiranga do Norte,MT,Mato Grosso,2026-03-25T02:23:48,Centro-Oeste
315,Cliente 315,33349.62,Aprovada,-22.3243,-45.5258,21,316320,São José do Alegre,MG,Minas Gerais,2026-06-26T23:58:56,Sudeste
316,Cliente 316,35283.23,Aprovada,-30.3337,-54.3217,0,431830,São Gabriel,RS,Rio Grande do Sul,2026-06-23T04:00:46,Sul
317,Cliente 317,12027.13,Aprovada,-8.37691,-35.4501,62,260090,Amaraji,PE,Pernambuco,2026-01-08T00:47:04,Nordeste
318,Cliente 318,12936.36,Aprovada,-28.5676,-52.8618,62,431127,Lagoa dos Três Cantos,RS,Rio Grande do Sul,2026-04-11T09:21:22,Sul
319,Cliente 319,46733.95,Aprovada,-2.4254,-44.0973,22,210945,Raposa,MA,Maranhão,2026-06-02T13:35:28,Nordeste
320,Cliente 320,29203.16,Reprovada,-18.2173,-49.74,10,520350,Bom Jesus de Goiás,GO,Goiás,2026-01-26T09:37:46,Centro-Oeste
321,Cliente 321,30129.68,Pendenciada,-29.8881,-50.2667,70,431350,Osório,RS,Rio Grande do Sul,2026-05-09T22:58:08,Sul
322,Cliente 322,21560.81,Aprovada,-12.0228,-44.2566,24,290940,Cotegipe,BA,Bahia,2026-02-23T08:03:41,Nordeste
323,Cliente 323,22316.7,Aprovada,-21.7968,-50.8793,66,353460,Osvaldo Cruz,SP,São Paulo,2026-05-10T00:25:14,Sudeste
324,Cliente 324,45631.34,Aprovada,-29.5693,-50.7919,40,431010,Igrejinha,RS,Rio Grande do Sul,2026-03-22T00:59:20,Sul
325,Cliente 325,35999.27,Pendenciada,-9.16919,-36.6857,36,260210,Bom Conselho,PE,Pernambuco,2026-01-25T18:28:03,Nordeste
326,Cliente 326,44210.25,Aprovada,-12.0175,-38.6166,64,292330,Ouriçangas,BA,Bahia,2026-05-10T02:43:49,Nordeste
327,Cliente 327,7955.72,Aprovada,-26.7829,-52.0568,51,421227,Passos Maia,SC,Santa Catarina,2026-05-16T08:59:25,Sul
328,Cliente 328,20624.66,Aprovada,-20.3155,-40.3128,5,320530,Vitória,ES,Espírito Santo,2026-07-25T15:23:43,Sudeste
329,Cliente 329,3567.03,Aprovada,-22.8429,-42.1026,3,330520,São Pedro da Aldeia,RJ,Rio de Janeiro,2026-06-30T15:05:26,Sudeste
330,Cliente 330,12593.52,Aprovada,-21.2655,-48.4971,42,353130,Monte Alto,SP,São Paulo,2026-04-27T16:56:43,Sudeste
331,Cliente 331,40482.79,Pendenciada,-8.96306,-48.165,10,170330,Bom Jesus do Tocantins,TO,Tocantins,2026-01-26T17:52:46,Norte
332,Cliente 332,49633.78,Aprovada,-7.07721,-41.467,3,220800,Picos,PI,Piauí,2026-05-21T05:37:32,Nordeste
333,Cliente 333,21695.03,Reprovada,-9.99998,-57.5261,66,510895,Nova Monte Verde,MT,Mato Grosso,2026-05-05T09:57:37,Centro-Oeste
334,Cliente 334,362.73,Reprovada,-22.4309,-43.4285,54,330385,Paty do Alferes,RJ,Rio de Janeiro,2026-05-16T19:46:46,Sudeste
335,Cliente 335,7861.91,Aprovada,-12.1326,-40.3571,4,291960,Macajuba,BA,Bahia,2026-04-16T03:09:18,Nordeste
336,Cliente 336,406.68,Aprovada,-22.5523,-52.0503,41,411260,Jardim Olinda,PR,Paraná,2026-04-05T13:55:37,Sul
337,Cliente 337,20200.31,Aprovada,-14.5003,-42.2229,60,290500,Caculé,BA,Bahia,2026-02-02T04:30:21,Nordeste
338,Cliente 338,30448.92,Aprovada,-15.9514,-44.8593,42,316110,São Francisco,MG,Minas Gerais,2026-06-22T10:37:58,Sudeste
339,Cliente 339,49815.1,Aprovada,-7.13272,-40.9345,61,221160,Vila Nova do Piauí,PI,Piauí,2026-07-24T18:17:58,Nordeste
340,Cliente 340,17965.85,Aprovada,-18.8235,-42.4388,17,315750,Santa Efigênia de Minas,MG,Minas Gerais,2026-06-13T01:23:22,Sudeste
341,Cliente 341,40242.62,Aprovada,-5.09736,-38.3702,9,230870,Morada Nova,CE,Ceará,2026-04-28T19:42:36,Nordeste
342,Cliente 342,34744.84,Reprovada,-22.0112,-49.7873,7,352580,Júlio Mesquita,SP,São Paulo,2026-04-08T21:51:48,Sudeste
343,Cliente 343,16006.41,Aprovada,-5.68077,-42.7436,37,220630,Miguel Leão,PI,Piauí,2026-04-24T13:52:04,Nordeste
344,Cliente 344,36094.96,Aprovada,-11.1376,-42.1116,32,290760,Central,BA,Bahia,2026-02-15T06:45:28,Nordeste
345,Cliente 345,30740.96,Pendenciada,-7.50364,-39.7238,56,260530,Exu,PE,Pernambuco,2026-03-06T11:23:54,Nordeste
346,Cliente 346,42362.45,Aprovada,-9.95616,-55.2029,3,510626,Novo Mundo,MT,Mato Grosso,2026-05-07T19:21:09,Centro-Oeste
347,Cliente 347,5220.98,Aprovada,-13.2853,-46.3999,54,520830,Divinópolis de Goiás,GO,Goiás,2026-02-28T13:08:20,Centro-Oeste
348,Cliente 348,49467.76,Aprovada,-10.3225,-44.2381,65,220552,Júlio Borges,PI,Piauí,2026-04-08T20:15:40,Nordeste
349,Cliente 349,1374.27,Aprovada,-3.66976,-39.2391,3,231260,São Luís do Curu,CE,Ceará,2026-06-28T20:02:14,Nordeste
350,Cliente 350,25710.75,Aprovada,-3.85142,-44.8895,29,210355,Conceição do Lago-Açu,MA,Maranhão,2026-02-19T18:56:58,Nordeste
351,Cliente 351,24528.53,Pendenciada,-28.3487,-49.2986,60,421170,Orleans,SC,Santa Catarina,2026-05-09T17:27:05,Sul
352,Cliente 352,46012.68,Aprovada,-17.6002,-42.1587,36,316555,Setubinha,MG,Minas Gerais,2026-07-07T07:00:54,Sudeste
353,Cliente 353,12470.0,Aprovada,-20.7559,-42.8742,50,317130,Viçosa,MG,Minas Gerais,2026-07-24T05:42:05,Sudeste
354,Cliente 354,21973.78,Aprovada,-26.9566,-49.6286,42,420915,José Boiteux,SC,Santa Catarina,2026-04-07T23:16:43,Sul
355,Cliente 355,8999.66,Aprovada,-20.9566,-43.811,14,311320,Carandaí,MG,Minas Gerais,2026-02-10T15:59:21,Sudeste
356,Cliente 356,39312.68,Reprovada,-22.7373,-50.7909,29,351330,Cruzália,SP,São Paulo,2026-02-24T22:03:36,Sudeste
357,Cliente 357,24813.39,Aprovada,-30.1902,-52.3729,56,431395,Pantano Grande,RS,Rio Grande do Sul,2026-05-13T07:56:53,Sul
358,Cliente 358,48592.15,Aprovada,-19.1461,-47.6779,37,314500,Nova Ponte,MG,Minas Gerais,2026-05-05T23:22:47,Sudeste
359,Cliente 359,46176.95,Pendenciada,-20.0166,-45.9754,6,310510,Bambuí,MG,Minas Gerais,2026-01-18T16:05:43,Sudeste
360,Cliente 360,32379.82,Aprovada,-21.3572,-46.1421,70,310430,Areado,MG,Minas Gerais,2026-01-14T12:52:05,Sudeste
361,Cliente 361,2693.08,Aprovada,-30.2535,-50.5103,17,431365,Palmares do Sul,RS,Rio Grande do Sul,2026-05-12T03:04:12,Sul
362,Cliente 362,5595.48,Aprovada,4.60314,-60.1815,25,140070,Uiramutã,RR,Roraima,2026-07-19T07:43:28,Norte
363,Cliente 363,7714.43,Aprovada,-15.7291,-51.8341,43,510100,Araguaiana,MT,Mato Grosso,2026-01-12T15:56:36,Centro-Oeste
364,Cliente 364,12194.38,Aprovada,-22.4332,-46.9532,24,353080,Mogi Mirim,SP,São Paulo,2026-04-26T14:58:17,Sudeste
365,Cliente 365,13323.26,Aprovada,-22.7181,-42.6276,1,330430,Rio Bonito,RJ,Rio de Janeiro,2026-06-05T17:43:52,Sudeste
366,Cliente 366,17323.79,Aprovada,-19.3889,-54.5507,3,500769,São Gabriel do Oeste,MS,Mato Grosso do Sul,2026-06-23T06:42:06,Centro-Oeste
367,Cliente 367,11341.32,Aprovada,-4.15002,-42.9477,37,210390,Duque Bacelar,MA,Maranhão,2026-03-02T19:54:25,Nordeste
368,Cliente 368,7231.18,Aprovada,-27.4829,-53.4026,59,432020,Seberi,RS,Rio Grande do Sul,2026-07-04T04:27:55,Sul
369,Cliente 369,5067.78,Aprovada,-19.1789,-41.4736,13,311840,Conselheiro Pena,MG,Minas Gerais,2026-02-20T19:51:17,Sudeste
370,Cliente 370,3796.11,Aprovada,-22.0112,-49.7873,23,352580,Júlio Mesquita,SP,São Paulo,2026-04-08T21:35:37,Sudeste
371,Cliente 371,21915.52,Aprovada,-12.9834,-55.2556,43,510624,Nova Ubiratã,MT,Mato Grosso,2026-05-06T17:47:55,Centro-Oeste
372,Cliente 372,21038.83,Aprovada,-16.0773,-44.0787,32,314795,Patis,MG,Minas Gerais,2026-05-16T10:34:46,Sudeste
373,Cliente 373,33030.42,Aprovada,-7.24764,-35.2016,12,251500,São Miguel de Taipu,PB,Paraíba,2026-06-29T17:48:36,Nordeste
374,Cliente 374,36859.74,Aprovada,-19.5213,-41.0109,43,320080,Baixo Guandu,ES,Espírito Santo,2026-01-18T03:37:05,Sudeste
375,Cliente 375,19644.18,Aprovada,-8.7907,-63.7005,49,110080,Candeias do Jamari,RO,Rondônia,2026-02-07T17:31:47,Norte
376,Cliente 376,658.02,Aprovada,-26.7242,-53.5163,39,421720,São Miguel do Oeste,SC,Santa Catarina,2026-06-30T01:30:22,Sul
377,Cliente 377,29478.64,Pendenciada,-13.6908,-39.4762,48,293350,Wenceslau Guimarães,BA,Bahia,2026-07-26T08:53:44,Nordeste
378,Cliente 378,4863.48,Fraude,-21.4702,-41.1091,85,330475,São Francisco de Itabapoana,RJ,Rio de Janeiro,2026-06-22T15:04:58,Sudeste
